ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,is_pivotal,pivotal_evidence,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,short_percent,institutional_ownership,analyst_target,analyst_rating,atr_pct,stock_movement_atr_normalized,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,move_2d_pct,price_before,price_after,stock_relative_move,data_complete,v_is_verified,v_actual_date,v_pr_link,v_pr_date,v_pr_title,v_pr_key_info,v_is_material,v_confidence,v_summary,v_error,v_action
JNJ,2024-05-30,Gainer,0.58,,Clinical Data,,Acetaminophen/Naproxen Sodium Fixed Combination,NCT05868122,Pain,,,,,"A Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Multidose Clinical Trial to Evaluate a Fixed Combination of Acetaminophen/Naproxen Sodium in Acute Postoperative Pain Following Bunionectomy",Phase 3,122.0,Pain,COMPLETED,Johnson & Johnson Consumer Inc. (J&JCI),RANDOMIZED,2024-05-30,598691.2,248.43,20102.0,0.86,75.7,233.12666,buy,1.45,0.4,1.01,VeryLow,Noise,Low,2024-05-30,1.54,137.26,138.06,Low,True,False,,,,,,False,medium,"No evidence was found of any Johnson & Johnson clinical-data press release or material catalyst related to NCT05868122 (acetaminophen/naproxen sodium fixed combination, Phase 3 bunionectomy pain study) on or near 2024-05-30; only the trial listing itself is available and there is no JNJ corporate clinical news around that date for this asset.",,FLAG_FALSE_POSITIVE
RHHBY,2023-10-11,Gainer,0.63,,Clinical Data,,Faricimab,NCT04432831,Diabetic Macular Edema,,,,,"A Multicenter, Open-Label Extension Study to Evaluate the Long-Term Safety and Tolerability of Faricimab in Patients With Diabetic Macular Edema",Phase 3,1479.0,Diabetic Macular Edema,COMPLETED,Hoffmann-La Roche,,2023-10-11,383554.9,59.55,15486.0,,0.8,57.43333,hold,1.47,0.43,0.81,VeryLow,Noise,Low,2023-10-11,-0.46,32.39,32.6,Low,True,True,2023-10-10,https://www.roche.com/media/releases/med-cor-2023-10-10,,Rocheâs Vabysmo maintained vision improvements with extended treatment intervals up to four months for people with retinal vein occlusion (RVO) in phase III studies,Vabysmo showed robust and sustained retinal drying up to 72 weeks and a safety profile consistent with previous studiesRegulatory applications for Vabysmo in RVO are under review by health authorit...,True,high,"On 2023-10-10, Roche (RHHBY) announced positive long‑term Phase 3 BALATON and COMINO data for faricimab (Vabysmo) in retinal vein occlusion, demonstrating maintained vision and anatomical benefits with extended dosing intervals up to four months.",,OK
SNY,2024-12-26,Gainer,0.29,,Clinical Data,,Caplacizumab,NCT05468320,Thrombotic Thrombocytopenic Purpura,,,,,"An Open-label, Single-arm, Multicenter Study to Evaluate the Efficacy and Safety of Caplacizumab and Immunosuppressive Therapy Without Firstline Therapeutic Plasma Exchange in Adults With Immune-mediated Thrombotic Thrombocytopenic Purpura",Phase 3,51.0,Thrombotic Thrombocytopenic Purpura,COMPLETED,Sanofi,,2024-12-26,117517.7,48.66,7674.0,0.37,9.3,57.67778,buy,2.08,0.14,1.24,VeryLow,Noise,Low,2024-12-26,0.91,46.24,46.38,Low,True,False,2024-12-26,,,,,False,high,"NCT05468320 (EFC16521, MAYARI) is a Sanofi phase 3 trial of caplacizumab plus immunosuppressive therapy estimated to complete on 2024-12-26, but there is no evidence of any Sanofi clinical-data press release or public readout on or around that date.",,FLAG_FALSE_POSITIVE
MRK,2024-02-16,Gainer,0.99,,Clinical Data,,V116,NCT05696080,Pneumococcal Infection,,,,,"A Phase 3, Randomized, Double-blind, Active Comparator-controlled Clinical Study to Evaluate the Safety, Tolerability, and Immunogenicity of V116 in Pneumococcal Vaccine-naïve Adults 18 to 64 Years of Age With Increased Risk for Pneumococcal Disease.",Phase 3,518.0,Pneumococcal Infection,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2024-02-16,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,1.47,0.67,0.66,VeryLow,Noise,Low,2024-02-16,0.66,118.71,119.89,Low,True,False,2024-04-29,https://www.merck.com/news/merck-announces-positive-data-for-v116-an-investigational-21-valent-pneumococcal-conjugate-vaccine-specifically-designed-for-adults/,,"Merck Announces Positive Data for V116, an Investigational, 21-Valent Pneumococcal Conjugate Vaccine Specifically Designed for Adults - Merck.com","Late-breaker Phase 3 STRIDE-10 trial presented as an oral presentation at European Society of Clinical Microbiology and Infectious Diseases Results build on the data supporting the clinical profile of V116 for adults Merck (NYSE: MRK), known as MSD outside of the United States and Canada, today announced results from STRIDE-10, a Phase 3 trial evaluating V116, the company’s investigational, adult-specific 21-valent pneumococcal conjugate vaccine, at the 34 th European Society of Clinical Microbiology and Infectious Diseases (ESCMID Global) in Barcelona, Spain. The trial evaluated the immunogen",True,high,No clinical data press release for MRK/V116 was found on or within one day of 2024-02-16; the closest relevant event was Merck’s 2024-04-29 Business Wire release reporting positive Phase 3 V116 data (including STRIDE-10 and noting the broader V116 Phase 3 program that includes STRIDE-8/NCT05696080).,,FIX_DATE
NVS,2023-06-13,Loser,-0.68,,Clinical Data,,OAV101,NCT04851873,Spinal Muscular Atrophy,,,,,"A Phase IIIb, Open-label, Single-arm, Single-dose, Multicenter Study to Evaluate the Safety, Tolerability and Efficacy of Gene Replacement Therapy With Intravenous OAV101 (AVXS-101) in Pediatric Patients With Spinal Muscular Atrophy (SMA)",Phase 3,24.0,Spinal Muscular Atrophy,COMPLETED,Novartis Pharmaceuticals,,2023-06-13,325954.3,168.62,11533.0,0.39,7.1,145.78,hold,1.44,0.47,0.84,VeryLow,Noise,Low,2023-06-13,-0.32,92.9,92.27,Low,True,False,,,,,,False,high,"No clinical news found for NVS/OAV101 on 2023-06-13. The earliest Phase III data for OAV101 IT (STEER study) was announced on 2024-12-30, with additional results published 2025-03-19.",,FLAG_FALSE_POSITIVE
ABBV,2019-07-23,Loser,-0.4,,Clinical Data,,Upadacitinib,NCT03104374,Psoriatic Arthritis,,,,,"A Phase 3, Randomized, Double-Blind, Study Comparing Upadacitinib (ABT-494) to Placebo in Subjects With Active Psoriatic Arthritis Who Have a History of Inadequate Response to at Least One Biologic Disease Modifying Anti-Rheumatic Drug (bDMARD)",Phase 3,642.0,Psoriatic Arthritis,COMPLETED,AbbVie,RANDOMIZED,2019-07-23,410356.6,232.08,5257.0,1.29,76.4,248.68967,buy,2.22,0.18,2.19,VeryLow,Noise,Low,2019-07-23,-0.79,51.84,51.64,Low,True,False,2019-10-31,https://www.prnewswire.com/news-releases/rinvoq-upadacitinib-meets-primary-and-all-ranked-secondary-endpoints-in-phase-3-study-in-psoriatic-arthritis-300948804.html,,RINVOQ™ (upadacitinib) Meets Primary and All Ranked Secondary Endpoints in Phase 3 Study in Psoriatic Arthritis,"NORTH CHICAGO, Ill. , Oct. 31, 2019 /PRNewswire/ -- AbbVie (NYSE: ABBV ), a research-based global biopharmaceutical company, today announced positive top-line data from the SELECT-PsA 2 Phase 3 study. In this study, both doses of RINVOQ™ (upadacitinib; 15 mg and 30 mg, once daily) met the primary endpoint of ACR20 response at week 12 versus placebo in adult patients with active psoriatic arthritis who have responded inadequately to one or more biologic disease modifying anti-rheumatic drugs (bDMARDs). 1 In addition, patients on both doses of RINVOQ achieved significantly greater responses comp",True,high,No AbbVie clinical press release for upadacitinib in psoriatic arthritis is found on or within one day of 2019-07-23; the relevant Phase 3 SELECT-PsA 2 top-line results for NCT03104374 were announced on 2019-10-31 instead.,,FIX_DATE
RPID,2023-10-10,Loser,-0.47,,Clinical Data,,Tanzânia association,NCT04185441,Erectile Dysfunction,,,,,"National, Multicenter, Randomized, Double-blind, Double-dummy, Phase III Clinical Trial to Evaluate the Efficacy and Safety of Tanzânia Association in the Treatment of Erectile Dysfunction Associated With Benign Prostatic Hyperplasia",Phase 3,295.0,Erectile Dysfunction; Benign Prostatic Hyperplasia,COMPLETED,EMS,RANDOMIZED,2023-10-10,191.9,4.33,41.9,1.37,59.4,8.0,none,6.27,0.07,2.9,VeryLow,Noise,Low,2023-10-10,-1.89,1.06,1.05,Low,True,False,,,,,,False,high,"No clinical news found for RPID (ticker) or NCT04185441 on 2023-10-10 or nearby dates in search results. Search results contain unrelated clinical trials (PROTID TB/diabetes trial, malaria prevention trial, ProRIDE probiotic trial) but no information about the claimed event.",,FLAG_FALSE_POSITIVE
ABBV,2023-11-29,Gainer,0.3,,Clinical Data,,risankizumab,NCT03047395,Psoriasis,,,,,"A Multicenter, Open Label Study to Assess the Safety and Efficacy of Risankizumab for Maintenance in Moderate to Severe Plaque Type Psoriasis (LIMMITLESS)",Phase 3,2170.0,Psoriasis,COMPLETED,AbbVie,,2023-11-29,410356.6,232.08,5257.0,1.29,76.4,248.68967,buy,1.52,0.2,0.51,VeryLow,Noise,Low,2023-11-29,3.12,127.68,128.07,Low,True,False,,,,,,False,medium,No AbbVie clinical data press release or material news related to risankizumab trial NCT03047395 was found on or within one day of 2023-11-29.,,FLAG_FALSE_POSITIVE
LLY,2018-12-05,Loser,-0.58,,Clinical Data,,Olaratumab,NCT02451943,Soft Tissue Sarcoma,,,,,"A Randomized, Double-Blind, Placebo-Controlled, Phase 3 Trial of Doxorubicin Plus Olaratumab Versus Doxorubicin Plus Placebo in Patients With Advanced or Metastatic Soft Tissue Sarcoma",Phase 3,509.0,Soft Tissue Sarcoma,COMPLETED,Eli Lilly and Company,RANDOMIZED,2018-12-05,992402.6,1051.99,7268.0,0.75,84.7,1214.3448,buy,2.24,0.26,1.37,VeryLow,Noise,Low,2018-12-06,-2.52,105.83,105.21,Low,True,False,,,,,,False,medium,No Eli Lilly clinical-data press release or other material clinical news about olaratumab/ANNOUNCE (NCT02451943) was found on or within one day of 2018-12-06.,,FLAG_FALSE_POSITIVE
PFE,2024-02-06,Gainer,3.5,,Clinical Data,,Rimegepant 75mg Orally Disintegrating Tablets (ODT),NCT05371652,Acute Migraine,,,,,"A Multicenter, Open Label, Long-term Safety Study of BHV3000 for the Acute Treatment of Migraine in Chinese Subjects",Phase 3,241.0,Acute Migraine,COMPLETED,Pfizer,,2024-02-06,157209.8,27.65,14986.0,2.58,67.7,28.42577,hold,2.22,1.58,0.8,VeryLow,Low,Low,2024-02-06,3.73,23.31,24.13,Low,True,,,,,,,,,,,
SNY,2023-05-17,Loser,-1.58,,Clinical Data,,MenACYW conjugate vaccine,NCT03547271,Meningococcal Infections,,,,,Immunogenicity and Safety Study of an Investigational Quadrivalent Meningococcal Conjugate Vaccine When Administered Concomitantly With Routine Pediatric Vaccines in Healthy Infants and Toddlers in Europe,Phase 3,1660.0,Meningococcal Infections,COMPLETED,"Sanofi Pasteur, a Sanofi Company",RANDOMIZED,2023-05-17,117517.7,48.66,7674.0,0.37,9.3,57.67778,buy,1.81,0.87,1.08,VeryLow,Noise,Low,2023-05-17,-1.26,48.3,47.53,Low,True,False,,,,,,False,medium,"No Sanofi clinical-data press release or material catalyst related to Phase 3 MenACYW (MenQuadfi, NCT03547271) was found on or within one day of 2023-05-17; available documents around this program are trial protocols and later summary reports, not a discrete news catalyst on that date.",,FLAG_FALSE_POSITIVE
LLY,2020-09-21,Loser,-1.94,,Clinical Data,,Baricitinib,NCT03334435,Atopic Dermatitis,,,,,"A Phase 3 Multicenter, Double-Blind Study to Evaluate the Long-Term Safety and Efficacy of Baricitinib in Adult Patients With Atopic Dermatitis",Phase 3,1645.0,Atopic Dermatitis,COMPLETED,Eli Lilly and Company,RANDOMIZED,2020-09-21,992402.6,1051.99,7268.0,0.75,84.7,1214.3448,buy,2.29,0.85,1.01,VeryLow,Noise,Low,2020-09-21,-2.8,145.31,142.5,Low,True,False,2020-10-29,https://www.prnewswire.com/news-releases/eadv-2020-lilly-and-incyte-showcase-new-data-for-baricitinib-for-the-treatment-of-moderate-to-severe-atopic-dermatitis-301163842.html,,EADV 2020: Lilly and Incyte Showcase New Data for Baricitinib for the Treatment of Moderate to Severe Atopic Dermatitis,"INDIANAPOLIS , Oct. 31, 2020 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY ) and Incyte (NASDAQ: INCY ) announced today new data for baricitinib will be presented at the 29 th annual European Academy of Dermatology and Venereology (EADV) Congress taking place virtually October 29-31, 2020 . The data reinforce Lilly's commitment to developing medicines for the treatment of dermatologic diseases such as moderate to severe atopic dermatitis (AD). AD—also known as eczema—is a chronic inflammatory skin disorder that causes intense skin itching, redness, rash and sores. At this year's virtual EAD",True,medium,"No specific LLY press release or clinical-data event tied to NCT03334435 was found on 2020-09-21, but Lilly and Incyte reported long‑term Phase 3 BREEZE-AD3 (NCT03334435) baricitinib atopic dermatitis data around the virtual EADV 2020 meeting via an October 29, 2020 press release.",,FIX_DATE
SNY,2025-08-21,Gainer,0.16,,Clinical Data,,Amlitelimab,NCT06224348,Dermatitis Atopic,,,,,"A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel Group, 3-arm, Multinational, Multicenter Study to Evaluate the Efficacy and Safety of Amlitelimab by Subcutaneous Injection in Participants Aged 12 Years and Older With Moderate-to-severe Atopic Dermatitis on Background Topical Corticosteroids",Phase 3,643.0,Dermatitis Atopic,COMPLETED,Sanofi,RANDOMIZED,2025-08-21,117517.7,48.66,7674.0,0.37,9.3,57.67778,buy,2.39,0.07,1.59,VeryLow,Noise,Low,2025-08-21,1.62,50.53,50.61,Low,True,False,2025-09-04,https://www.sanofi.com/en/media-room/press-releases/2025/2025-09-04-05-00-00-3144170,,Press Release: Sanofiâs amlitelimab met all primary and key secondary endpoints in the COAST 1 phase 3 study in adults and adolescents with atopic dermatitis,"Sanofiâs amlitelimab met all primary and key secondary endpoints in the COAST 1 phase 3 study in adults and adolescents with atopic dermatitis Amlitelimab, dosed every four weeks or every 12 weeks,...",True,high,"No clinical news found for 2025-08-21; the relevant amlitelimab Phase 3 data release was Sanofi’s COAST 1 topline results announced on 2025-09-04, while SHORE (NCT06224348) remains ongoing without a reported readout on that August date.",,FIX_DATE
ALNY,2019-11-05,Gainer,0.34,,Clinical Data,,Lumasiran,NCT03681184,Primary Hyperoxaluria Type 1 (PH1),,,,,"ILLUMINATE-A: A Phase 3 Randomized, Double-Blind, Placebo-Controlled Study With an Extended Dosing Period to Evaluate the Efficacy and Safety of Lumasiran in Children and Adults With Primary Hyperoxaluria Type 1",Phase 3,39.0,Primary Hyperoxaluria Type 1 (PH1),COMPLETED,Alnylam Pharmaceuticals,RANDOMIZED,2019-11-05,44152.9,332.92,2908.5,5.19,101.8,457.0,buy,3.13,0.11,1.61,VeryLow,Noise,Low,2019-11-05,-1.32,91.74,92.05,Low,True,False,2019-12-17,https://investors.alnylam.com/press-release?id=24376,"Dec 17, 2019",Alnylam Reports Positive Topline Results from ILLUMINATE-A Phase 3 Study of Lumasiran for the Treatment of Pri,"Alnylam Pharmaceuticals Press Release | Dec 17, 2019",True,high,"The key ILLUMINATE-A Phase 3 lumasiran topline results for NCT03681184 were announced by Alnylam on 2019-12-17, not on or around 2019-11-05.",,FIX_DATE
NVS,2016-01-29,Gainer,1.87,,Clinical Data,,Ribociclib,NCT01958021,"Advanced, Metastatic Breast Cancer",,,,,"A Randomized Double-blind, Placebo-controlled Study of LEE011 in Combination With Letrozole for the Treatment of Postmenopausal Women With Hormone Receptor Positive, HER2 Negative, Advanced Breast Cancer Who Received no Prior Therapy for Advanced Disease",Phase 3,668.0,"Advanced, Metastatic Breast Cancer",COMPLETED,Novartis Pharmaceuticals,RANDOMIZED,2016-01-29,325954.3,168.62,11533.0,0.39,7.1,145.78,hold,2.61,0.72,1.55,VeryLow,Noise,Low,2016-01-29,0.95,47.19,48.07,Low,True,False,,,,,,False,medium,"No Novartis clinical press release or material data readout for ribociclib (MONALEESA-2, NCT01958021) was found on or within one day of 2016-01-29; this date appears only as an internal data cut-off in later publications, not as a public catalyst.",,FLAG_FALSE_POSITIVE
MRK,2020-09-30,Gainer,1.28,,Clinical Data,,Pembrolizumab,NCT03875092,Non-small Cell Lung Cancer,,,,,"A Randomized, Double-Blind, Phase III Study of Carboplatin-Paclitaxel/Nab-Paclitaxel Chemotherapy With or Without Pembrolizumab (MK-3475) in First Line Metastatic Squamous Non-small Cell Lung Cancer Subjects (KEYNOTE-407)",Phase 3,125.0,Non-small Cell Lung Cancer,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2020-09-30,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,2.02,0.63,1.04,VeryLow,Noise,Low,2020-09-30,-0.32,66.16,67.0,Low,True,False,,,,,,False,medium,No evidence was found of a Merck press release or other clinical data catalyst for pembrolizumab trial NCT03875092 around 2020-09-30; this appears to be a non-event date.,,FLAG_FALSE_POSITIVE
VRTX,2023-05-18,Loser,-0.51,,Clinical Data,,VX-121/TEZ/D-IVA,NCT05076149,Cystic Fibrosis,,,,,"A Phase 3, Randomized, Double-blind, Controlled Study Evaluating the Efficacy and Safety of VX-121 Combination Therapy in Subjects With Cystic Fibrosis Who Are Homozygous for F508del, Heterozygous for F508del and a Gating (F/G) or Residual Function (F/RF) Mutation, or Have At Least 1 Other Triple Combination Responsive CFTR Mutation and No F508del Mutation",Phase 3,597.0,Cystic Fibrosis,COMPLETED,Vertex Pharmaceuticals Incorporated,RANDOMIZED,2023-05-18,126211.8,496.83,6608.1,1.98,97.6,532.96295,buy,2.09,0.24,0.9,VeryLow,Noise,Low,2023-05-18,0.15,341.2,339.46,Low,True,True,2023-05-18,,,,,True,high,"VX-121/TEZ/D-IVA Phase 3 trial (NCT05076149) reached primary completion on 2023-05-18, a significant milestone for VRTX's cystic fibrosis combination therapy program.",,OK
RHHBY,2020-03-16,Loser,-7.34,,Clinical Data,,Ipatasertib,NCT03072238,Metastatic Prostate Cancer,,,,,"A Phase III, Randomized, Double-Blind, Placebo-Controlled, Multicenter Trial Testing Ipatasertib Plus Abiraterone Plus Prednisone/Prednisolone, Relative to Placebo Plus Abiraterone Plus Prednisone/Prednisolone in Adult Male Patients With Asymptomatic or Mildly Symptomatic, Previously Untreated, Metastatic Castrate-Resistant Prostate Cancer",Phase 3,1101.0,Metastatic Prostate Cancer,COMPLETED,Hoffmann-La Roche,RANDOMIZED,2020-03-16,383554.9,59.55,15486.0,,0.8,57.43333,hold,5.06,1.45,3.54,VeryLow,Noise,Low,2020-03-16,-2.51,33.03,30.6,Low,True,False,,,,,,False,medium,"No evidence was found of any Genentech/Roche clinical data press release or other clinical news for ipatasertib trial NCT03072238 around 2020-03-16; available information is limited to the trial listing and later publications, not a March 2020 catalyst event.",,FLAG_FALSE_POSITIVE
NNNN,2023-03-06,Loser,,,Clinical Data,,Mavacamten,NCT05174416,Obstructive Hypertrophic Cardiomyopathy,,,,,"A Phase III, Randomized, Double-blinded, Placebo-controlled Clinical Study With A Long-term Extension to Evaluate the Efficacy and Safety of Mavacamten in Chinese Adults With Symptomatic Obstructive Hypertrophic Cardiomyopathy",Phase 3,81.0,Obstructive Hypertrophic Cardiomyopathy,COMPLETED,LianBio LLC,RANDOMIZED,2023-03-06,1130.6,25.76,13.4,0.12,4.9,,none,,,,,,,2023-03-06,,,,,False,,,,,,,,,,,
VNDA,2022-09-07,Gainer,1.68,,Clinical Data,,Iloperidone,NCT04819776,Bipolar I Disorder,,,,,"A Multicenter, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of Iloperidone for 4 Weeks in the Treatment of Patients With Acute Manic Episodes Associated With Bipolar I Disorder",Phase 3,417.0,Bipolar I Disorder,COMPLETED,Vanda Pharmaceuticals,RANDOMIZED,2022-09-07,526.7,8.91,263.8,6.09,72.5,14.875,strong_buy,3.58,0.47,1.86,VeryLow,Noise,Low,2022-09-07,0.99,10.1,10.27,Low,True,False,2022-09-07,,,,,False,medium,"No clinical news or company press release was found for VNDA around 2022-09-07; that date corresponds only to the internal primary completion date of Phase 3 trial NCT04819776 on ClinicalTrials.gov, with topline/results disclosures occurring later (results first posted April 16, 2024).",,FLAG_FALSE_POSITIVE
MRK,2025-03-20,Gainer,0.76,,Clinical Data,,Pembrolizumab,NCT03867084,Hepatocellular Carcinoma,,,,,"A Phase 3 Double-blinded, Two-arm Study to Evaluate the Safety and Efficacy of Pembrolizumab (MK-3475) Versus Placebo as Adjuvant Therapy in Participants With Hepatocellular Carcinoma and Complete Radiological Response After Surgical Resection or Local Ablation (KEYNOTE-937)",Phase 3,959.0,Hepatocellular Carcinoma,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2025-03-20,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,2.31,0.33,1.2,VeryLow,Noise,Low,2025-03-20,-0.97,91.4,92.09,Low,True,False,,,,,,True,medium,"No Merck clinical press release or other official clinical news specific to pembrolizumab trial NCT03867084 (KEYNOTE-937) was found on or within one day of 2025-03-20; the negative phase 3 result was instead noted later in secondary sources as having been quietly disclosed in an SEC filing without a dated, material press release.",,FLAG_FALSE_POSITIVE
MRK,2022-06-20,Gainer,4.03,,Clinical Data,,Pembrolizumab,NCT03834506,Prostatic Neoplasms,,,,,"A Phase 3, Randomized, Double-blind Study of Pembrolizumab (MK-3475) Plus Docetaxel Plus Prednisone Versus Placebo Plus Docetaxel Plus Prednisone in Participants With Chemotherapy-naïve Metastatic Castration-Resistant Prostate Cancer (mCRPC) Who Have Progressed on a Next Generation Hormonal Agent (NHA) (KEYNOTE-921)",Phase 3,1030.0,Prostatic Neoplasms,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2022-06-20,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,2.03,1.99,0.87,VeryLow,Low,Low,2022-06-21,5.37,76.1,79.17,Low,True,,,,,,,,,,,
ABBV,2021-09-02,Loser,-0.22,,Clinical Data,,Upadacitinib,NCT04169373,Spondyloarthritis,,,,,"A Phase 3 Randomized, Placebo-Controlled, Double-Blind Program to Evaluate Efficacy and Safety of Upadacitinib in Adult Subjects With Axial Spondyloarthritis Followed by a Remission-Withdrawal Period",Phase 3,734.0,Spondyloarthritis,COMPLETED,AbbVie,RANDOMIZED,2021-09-02,410356.6,232.08,5257.0,1.29,76.4,248.68967,buy,1.45,0.15,0.75,VeryLow,Noise,Low,2021-09-02,-0.58,94.89,94.68,Low,True,False,2021-10-07,https://news.abbvie.com/2021-10-07-AbbVies-Upadacitinib-RINVOQ-R-Met-Primary-and-Most-Ranked-Secondary-Endpoints-in-Phase-3-Study-for-Non-Radiographic-Axial-Spondyloarthritis,,AbbVie's Upadacitinib (RINVOQ®) Met Primary and Most Ranked Secondary Endpoints in Phase 3 Study for Non-Radiographic Axial Spondyloarthritis,"AbbVie (NYSE: ABBV) today announced positive top-line results from Study 2 of the Phase 3 SELECT-AXIS 2 clinical trial in adults with active non-radiographic axial spondyloarthritis (nr-axSpA),...",True,high,"AbbVie announced upadacitinib (RINVOQ) met primary endpoint in Phase 3 SELECT-AXIS 2 trial for non-radiographic axial spondyloarthritis on 2021-10-07, not 2021-09-02.",,FIX_DATE
LLY,2024-02-27,Loser,-0.9,,Clinical Data,,Insulin Efsitora Alfa,NCT05462756,Type 2 Diabetes,,,,,"A Phase 3, Parallel-Design, Open-Label, Randomized Controlled Study to Evaluate the Efficacy and Safety of LY3209590 as a Weekly Basal Insulin Compared to Insulin Glargine in Adults With Type 2 Diabetes on Multiple Daily Injections",Phase 3,730.0,Type 2 Diabetes; Type 2 Diabetes Treated With Insulin,COMPLETED,Eli Lilly and Company,RANDOMIZED,2024-02-27,992402.6,1051.99,7268.0,0.75,84.7,1214.3448,buy,3.39,0.27,1.6,VeryLow,Noise,Low,2024-02-27,-1.85,761.3,754.48,Low,True,False,2025-06-22,,,,,True,high,"NCT05462756 (QWINT-4) trial results were published in The Lancet on 2025-06-22, not 2024-02-27; the claimed date appears to be the last enrollment date (2024-02-27), not a clinical news event.",,FIX_DATE
SNY,2023-11-14,Gainer,0.46,,Clinical Data,,Dupilumab SAR231893,NCT04678856,Chronic Rhinosinusitis Without Nasal Polyps,,,,,"A Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of Dupilumab in Patients With Uncontrolled, Chronic Rhinosinusitis Without Nasal Polyposis (CRSsNP)",Phase 3,71.0,Chronic Rhinosinusitis Without Nasal Polyps; Sinusitis; Chronic Sinusitis; Sinus Disorder; Respiratory Disorder,COMPLETED,Sanofi,RANDOMIZED,2023-11-14,117517.7,48.66,7674.0,0.37,9.3,57.67778,buy,3.56,0.13,2.09,VeryLow,Noise,Low,2023-11-14,-0.22,41.82,42.01,Low,True,False,,,,,,False,medium,No Sanofi clinical-data press release or other official clinical news for dupilumab trial NCT04678856 was found on or within one day of 2023-11-14 for ticker SNY.,,FLAG_FALSE_POSITIVE
ABBV,2025-11-20,Loser,-1.49,,Clinical Data,,BOTOX,NCT06068855,Masseter Muscle Prominence,,,,,"BOTOX® (Botulinum Toxin Type A) for the Reduction of Masseter Muscle Prominence: A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study",Phase 3,249.0,Masseter Muscle Prominence,COMPLETED,AbbVie,RANDOMIZED,2025-11-20,410356.6,232.08,5257.0,1.29,76.4,248.68967,buy,2.57,0.58,1.13,VeryLow,Noise,Low,2025-11-20,1.45,231.05,227.62,Low,True,False,,,,,,False,medium,"No clinical news or AbbVie press release was found on or around 2025-11-20 related to BOTOX Phase 3 trial NCT06068855 for reduction of masseter muscle prominence; only the ongoing Phase 3 listing with an estimated completion of November 30, 2025 is available and no topline data announcement is evident.",,FLAG_FALSE_POSITIVE
LLY,2023-04-25,Gainer,0.39,,Clinical Data,,Tirzepatide,NCT04660643,Obesity,,,,,"Efficacy and Safety of Tirzepatide Once Weekly Versus Placebo for Maintenance of Weight Loss in Participants Without Type 2 Diabetes Who Have Obesity or Are Overweight With Weight-Related Comorbidities: A Randomized, Double-Blind, Placebo-Controlled Trial (SURMOUNT-4)",Phase 3,783.0,Obesity; Overweight,COMPLETED,Eli Lilly and Company,RANDOMIZED,2023-04-25,992402.6,1051.99,7268.0,0.75,84.7,1214.3448,buy,1.78,0.22,1.13,VeryLow,Noise,Low,2023-04-25,-1.85,374.94,376.39,Low,True,False,,,,,,False,high,"No clinical news found for LLY on 2023-04-25. SURMOUNT-1 results were published in NEJM in late 2022; SURMOUNT-2, -3, -4 results were anticipated in 2023 but no specific April 25 announcement identified in search results.",,FLAG_FALSE_POSITIVE
ABBV,2024-06-28,Gainer,1.5,,Clinical Data,,Elagolix,NCT03271489,Heavy Menstrual Bleeding,,,,,A Phase 3b Study to Evaluate the Long-Term Safety of Elagolix in Combination With Estradiol/Norethindrone Acetate for the Management of Heavy Menstrual Bleeding Associated With Uterine Fibroids in Premenopausal Women,Phase 3,478.0,Heavy Menstrual Bleeding; Uterine Fibroids,COMPLETED,AbbVie,RANDOMIZED,2024-06-28,410356.6,232.08,5257.0,1.29,76.4,248.68967,buy,1.77,0.85,1.1,VeryLow,Noise,Low,2024-06-28,0.82,159.23,161.62,Low,True,False,2024-06-28,,,,,False,high,"The cited Phase 3b elagolix trial NCT03271489 formally completed on 2024-06-28 per clinical/research records, but there is no AbbVie clinical data press release or other material clinical-news catalyst from the company on or around that date.",,FLAG_FALSE_POSITIVE
